,-105.241805556,-105.241712963,-105.24162037,-105.241527778,-105.241435185,-105.241342593,-105.24125,-105.241157407,-105.241064815,-105.240972222,-105.24087963,-105.240787037,-105.240694444,-105.240601852,-105.240509259,-105.240416667,-105.240324074,-105.240231482,-105.240138889,-105.240046296,-105.239953704,-105.239861111,-105.239768519,-105.239675926,-105.239583333,-105.239490741,-105.239398148,-105.239305556,-105.239212963,-105.23912037,-105.239027778,-105.238935185,-105.238842593,-105.23875,-105.238657407,-105.238564815,-105.238472222,-105.23837963,-105.238287037,-105.238194444,-105.238101852,-105.238009259,-105.237916667,-105.237824074,-105.237731482,-105.237638889,-105.237546296,-105.237453704,-105.237361111
39.7465277778,6773.7227,6776.218,6778.784,6781.3457,6784.19,6787.3267,6790.7275,6794.6177,6798.9727,6801.608,6802.303,6801.5303,6798.38,6794.2607,6787.812,6779.3765,6770.106,6759.052,6746.163,6733.3296,6722.5957,6714.5625,6708.004,6701.494,6695.2324,6684.513,6663.8403,6641.519,6626.258,6615.2925,6599.813,6576.3657,6558.176,6542.084,6527.2754,6514.6626,6502.972,6489.609,6480.7915,6475.074,6467.026,6456.621,6448.3364,6441.827,6434.7354,6425.7764,6416.6675,6409.4946,6402.4463
39.7464351852,6784.403,6786.604,6788.7603,6790.9004,6793.2515,6795.9556,6799.1416,6802.892,6806.631,6809.0854,6809.591,6808.4067,6806.0225,6800.867,6793.2,6784.1025,6774.3345,6763.652,6750.4204,6736.0625,6723.9194,6715.7974,6709.0693,6701.7344,6694.4775,6683.334,6663.1973,6642.395,6628.036,6616.6377,6600.506,6577.826,6560.461,6547.5376,6535.2993,6522.909,6513.0903,6503.6006,6495.642,6488.7686,6481.4766,6473.494,6465.088,6456.4097,6447.8364,6439.656,6431.7065,6423.6064,6415.2104
39.7463425926,6794.634,6796.526,6798.4097,6800.256,6802.2646,6805.0547,6808.744,6812.355,6814.4487,6815.8945,6816.2124,6814.56,6811.5605,6806.1377,6798.053,6788.246,6778.038,6767.656,6753.991,6737.957,6724.3257,6716.3384,6709.6865,6701.774,6693.5903,6682.4517,6664.063,6644.992,6632.3735,6619.3804,6602.3945,6588.1353,6573.7676,6562.478,6551.0522,6537.783,6528.1636,6521.766,6515.365,6507.749,6499.682,6491.7905,6483.76,6475.2754,6465.898,6455.9746,6447.088,6437.857,6427.3354
39.74625,6805.1157,6807.425,6809.711,6812.0327,6814.523,6817.459,6820.8125,6823.913,6825.934,6826.2915,6824.638,6821.1904,6816.6914,6810.578,6802.213,6792.0093,6781.1084,6770.0293,6756.6357,6740.9175,6726.6772,6717.5684,6710.8613,6702.8555,6692.9727,6681.573,6668.517,6654.302,6641.5327,6629.168,6616.7134,6605.7227,6593.4478,6579.3223,6564.994,6552.958,6544.413,6538.3057,6532.797,6526.949,6520.0107,6510.8755,6501.9927,6493.4966,6484.1123,6473.0435,6461.4536,6450.4736,6438.8286
39.7461574074,6816.686,6819.3477,6822.4956,6825.5786,6828.868,6831.9224,6834.129,6835.597,6836.923,6836.658,6833.739,6828.285,6821.15,6813.3467,6804.5435,6794.762,6784.2363,6772.606,6759.999,6745.1636,6730.2637,6719.543,6712.9727,6705.91,6697.3867,6688.2573,6678.379,6665.6465,6652.6636,6640.6636,6629.4814,6618.509,6606.7974,6593.2886,6578.9614,6566.622,6558.6504,6552.4893,6546.737,6540.5146,6533.788,6527.228,6518.817,6508.234,6497.185,6486.5317,6473.793,6460.277,6446.8354
39.7460648148,6828.487,6831.899,6835.7236,6839.3203,6842.2935,6844.4473,6845.738,6846.3223,6846.931,6845.448,6840.741,6833.573,6825.399,6816.2407,6806.544,6797.048,6787.6807,6776.982,6765.5654,6751.9453,6736.9717,6724.4106,6717.0605,6710.5454,6703.3677,6695.8125,6687.5415,6676.543,6663.723,6651.0547,6639.3916,6627.8203,6616.5957,6608.309,6599.605,6587.7827,6576.6714,6567.5654,6559.394,6551.706,6544.533,6537.2363,6529.5044,6519.641,6507.663,6495.1626,6483.168,6468.9434,6453.646
39.7459722222,6838.3516,6842.919,6846.4233,6849.2754,6851.653,6853.2573,6854.2,6855.2285,6854.7705,6851.8276,6846.1846,6838.5,6829.87,6819.893,6809.4136,6799.966,6791.912,6783.052,6773.0083,6761.26,6747.978,6734.528,6723.644,6715.9634,6709.561,6702.413,6694.089,6685.0723,6673.069,6658.663,6645.298,6635.9395,6628.4404,6621.2197,6613.786,6605.413,6594.7046,6582.6855,6571.3857,6561.9346,6553.4893,6544.0024,6535.5547,6526.231,6514.727,6502.099,6490.2695,6475.9023,6459.629
39.7458796296,6846.667,6851.1235,6854.877,6858.0337,6860.443,6862.149,6863.0503,6862.6807,6861.635,6858.055,6851.62,6843.618,6835.0195,6825.859,6815.956,6806.6016,6798.9927,6791.5107,6782.224,6771.789,6760.2236,6746.8823,6733.9863,6723.3765,6715.403,6708.384,6700.108,6691.1406,6681.3423,6670.052,6658.03,6647.53,6638.916,6631.5225,6624.131,6616.093,6607.546,6596.4497,6583.646,6570.85,6559.456,6549.902,6540.2407,6530.314,6519.528,6507.108,6493.696,6479.602,6464.353
39.745787037,6854.397,6859.0986,6863.204,6866.391,6868.7827,6870.5073,6871.579,6871.822,6870.6626,6866.7617,6859.627,6850.2734,6840.759,6832.941,6825.029,6816.775,6809.368,6801.922,6793.2656,6783.2236,6772.3545,6760.728,6746.912,6733.308,6722.6045,6714.6494,6706.7637,6698.7393,6691.1265,6682.607,6672.2134,6661.075,6650.866,6641.542,6632.7764,6624.254,6615.5156,6606.058,6593.31,6578.3003,6564.6475,6554.3687,6544.2896,6533.9863,6522.972,6510.492,6497.044,6483.189,6468.6616
